ThaiName,EnglishName,Type
ลำพูน,Lamphun,place
ลำเพียก,Lamphiak,place
ลำโพ,Lam Pho,place
ลำไพล,Lam Phli,place
ลำภี,Lam Phi,place
ลำภู,Lamphu,place
ลำภูรา,Lamphura,place
ลำมูล,Lammun,place
ลำลูกกา,Lam Luk Ka,place
ลำลูกกา,Lam Luk Ka,place
ลำลูกบัว,Lam Luk Bua,place
ลำเลียง,Lamliang,place
ลำสนธิ,Lam Sonthi,place
ลำสนธิ,Lam Sonthi,place
ลำสมพุง,Lam Somphung,place
ลำสาลีคลินิกเวชกรรม,,"organization, place"
ลำสินธุ์,Lam Sin,place
ลำหนองแสน,Lam Nong Saen,place
ลำห้วยหลัว,Lam Huai Lua,place
ลำเหย,Lam Hoei,place
ลำใหม่,Lam Mai,place
ลิดล,Li Don,place
ลิ่นถิ่น,Lin Thin,place
ลิ้นฟ้า,Lin Fa,place
ลิเบีย,Libya,place
ลิปะน้อย,Lipa Noi,place
ลิปะสะโง,Lipa Sa-Ngo,place
ลิพัง,Li Phang,place
ลิมา,Lima,place
ลิลองเว,Lilongwe,place
ลิสบอน,Lisbon,place
ลี้,Li,place
ลี้,Li,place
ลีเบรอวีล,Libreville,place
ลีลาคลินิกเวชกรรม,,"organization, place"
ลีเล็ด,Li Let,place
ลือ,Lue,place
ลืออำนาจ,Lue Amnat,place
ลุงเขว้า,Lung Khwao,place
ลุโบะบายะ,Lubo Baya,place
ลุโบะบือซา,Lubo Buesa,place
ลุโบะยิไร,Lubo Yiri,place
ลุโบะสาวอ,Lubo Sawo,place
ลุมปุ๊ก,Lumpuk,place
ลุมพลี,Lumphli,place
ลุมพุก,Lumphuk,place
ลุ่มระวี,Lum Rawi,place
ลุ่มลำชี,Lum Lam Chi,place
ลุ่มสุ่ม,Lum Sum,place
ลูคีเมีย (มะเร็งเม็ดเลือดขาว),,other
ลูซากา,Lusaka,place
ลูบลิยานา,Ljubljana,place
ลูอันดา,Luanda,place
เลม็ด,Samet,place
เลย,Loei,place
เลยวังไสย์,Loei Wang Sai,place
เลาขวัญ,Lao Khwan,place
เลาขวัญ,Lao Khwan,place
เลิงใต้,Loeng Tai,place
เลิงนกทา,Loeng Nok Tha,place
เลิงแฝก,Loeng Faek,place
เลือดกำเดาไหล,,other
เลือดล้างหน้าเด็ก,,other
และ,Lae,place
โลน เหา,,other
โลเม,Lomé,place
โละจูด,Lo Chut,place
ไล่โว่,Lai Wo,place
ว.พ.คลินิกการแพทย์,,"organization, place"
วงฆ้อง,Wong Khong,place
วชิรบารมี,Wachirabarami,place
วชิระพลคลินิกเวชกรรม,,"organization, place"
วรนคร,Wara Nakhon,place
วรรัตน์คลินิกการแพทย์,,"organization, place"
วรวุฒิ ศรีมะฆะ,Worawut Srimaka,person
วอแก้ว,Wo Kaeo,place
วอชิงตัน ดี.ซี.,"Washington, D.C.",place
วอร์ซอ,Warsaw,place
วะตะแบก,Wa Tabaek,place
วัง,Wang,place
วังก์พง,Wang Phong,place
วังกรด,Wang Krot,place
วังกระแจะ,Wang Krachae,place
วังกระโจม,Wang Krachom,place
วังกวาง,Wang Kwang,place
วังกะทะ,Wang Katha,place
วังกะพี้,Wang Kaphi,place
วังแก้ว,Wang Kaeo,place
วังไก่เถื่อน,Wang Kai Thuean,place
วังขนาย,Wang Khanai,place
วังขอนขว้าง,Wang Khon Khwang,place
วังข่อย,Wang Khoi,place
วังแขม,Wang Khaem,place
วังควง,Wang Khuang,place
วังคัน,Wang Khan,place
วังคีรี,Wang Khiri,place
วังไคร้,Wang Khrai,place
วังงิ้ว,Wang Ngio,place
วังงิ้วใต้,Wang Ngio Tai,place
วังเงิน,Wang Ngoen,place
วังจั่น,Wang Chan,place
วังจันทร์,Wang Chan,place
วังจันทร์,Wang Chan,place
วังจิก,Wang Chik,place
วังจุฬา,Khao Ngam,place
วังเจ้า,Wang Chao,place
วังชมภู,,place
วังชมภู,Wang Chomphu,place
วังชะพลู,Wang Chaphlu,place
วังชะโอน,Wang Cha-On,place
วังชัย,Wang Chai,place
วังชิ้น,Wang Chin,place
